"Agency","Fiscal_Year","Program_Name","Gaa1","raa7","raa6"
"DOL","2024","Employment & Training Administration - Trade Adjustment Assistance Federal Unemployment Benefits and Allowances","Yes","",""
"DOL","2024","Employment & Training Administration - Unemployment Insurance - Federal Pandemic Emergency Unemployment Compensation","Yes","","Yes"
"DOL","2024","Employment & Training Administration - Workforce Data Quality Initiative","Yes","",""
"DOL","2024","Employment & Training Administration - Workforce Information Etools","Yes","",""
"DOL","2024","Employment & Training Administration - Youth Activities","Yes","","Yes"
"USDA","2024","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program Plus (WHIP+)","No","",""
"USDA","2024","Food and Nutrition Service (FNS) American Samoa (AS)","Yes","",""
"USDA","2024","Food and Nutrition Service (FNS) Commodity Supplemental Food Program (CSFP)","Yes","",""
"USDA","2024","Food and Nutrition Service (FNS) Commonwealth of the Northern Marianas Islands (CNMI)","Yes","",""
"USDA","2024","Food and Nutrition Service (FNS) Farmers' Market Nutrition Program (FMNP)","Yes","",""
"USDA","2024","Food and Nutrition Service (FNS) Food Distribution Program on Indian Reservations (FDPIR)","Yes","","Yes"
"USDA","2024","Food and Nutrition Service (FNS) Nutrition Assistance Program - Puerto Rico","Yes","",""
"DOL","2024","Employment & Training Administration - YouthBuild","Yes","","Yes"
"DOL","2024","International Labor Affairs Bureau","Yes","","Yes"
"DOL","2024","Mine Safety and Health Administration","Yes","",""
"DOL","2024","Occupational Safety and Health Administration","Yes","",""
"DOL","2024","Office of Disability Employment Policy","Yes","","Yes"
"DOL","2024","Office of Federal Contract Compliance Programs","Yes","","Yes"
"DOL","2024","Office of Labor-Management Standards","Yes","",""
"DOL","2024","Office of Workers' Compensation - Coal Mine Workers' Compensation","Yes","",""
"DOL","2024","Office of Workers' Compensation - Energy Employees Occupational Illness Compensation","Yes","",""
"DOL","2024","Office of Workers' Compensation - Longshore and Harbor Workers Compensation","Yes","",""
"DOL","2024","Veterans Employment Training Service - Federal Administration & Uniformed Services Employment and Reemployment Rights Act (USERRA) Enforcement","Yes","",""
"DOL","2024","Veterans Employment Training Service - Homeless Veterans' Reintegration Program","Yes","","Yes"
"DOL","2024","Veterans Employment Training Service - Jobs for Veterans State Grants","Yes","",""
"USDA","2024","Natural Resources Conservation Service (NRCS) Damage Assessment","No","",""
"USDA","2024","Natural Resources Conservation Service (NRCS) Emergency Watershed Protection Program","Yes","",""
"USDA","2024","Natural Resources Conservation Service (NRCS) Healthy Forest Reserve","No","",""
"USDA","2024","Natural Resources Conservation Service (NRCS) Partnership for Climate-Smart Commodities","Yes","","Yes"
"USDA","2024","Natural Resources Conservation Service (NRCS) Plant Materials Centers","Yes","",""
"USDA","2024","Natural Resources Conservation Service (NRCS) Snow Survey and Water Supply Forecasting","Yes","",""
"USDA","2024","Natural Resources Conservation Service (NRCS) Soil Surveys","Yes","",""
"DOL","2024","Veterans Employment Training Service - Transition Assistance Program Employment Workshop","Yes","","Yes"
"DOL","2024","Wage and Hour Division","Yes","",""
"DOL","2024","Women's Bureau","No","",""
"DOT","2021","Federal Aviation Administration Facilities and Equipment","Yes","","No"
"DOT","2021","Federal Aviation Administration Franchise Fund","Yes","","No"
"DOT","2021","Federal Aviation Administration Grants-in-Aid for Airports","Yes","","No"
"DOT","2021","Federal Aviation Administration Grants-in-Aid for Airports","Yes","No","Yes"
"DOT","2021","Federal Aviation Administration Operations","Yes","","No"
"DOT","2021","Federal Aviation Administration Research, Engineering and Development","Yes","","No"
"DOT","2021","Federal Highway Administration Other Grant Programs and Cooperative Agreements","Yes","","No"
"DOT","2021","Federal Highway Administration Research Programs","Yes","","No"
"DOT","2021","Federal Highway Administration Salaries and Expenses","Yes","","No"
"DOT","2021","Federal Motor Carrier Safety Administration Motor Carrier Safety Grants","Yes","","No"
"DOT","2021","Federal Motor Carrier Safety Administration Operations and Programs","Yes","","No"
"DOT","2021","Federal Motor Carrier Safety Administration Operations and Programs","Yes","","No"
"DOT","2021","Federal Railroad Administration Grants to National Railroad Passenger Corporation","Yes","","No"
"DOT","2021","Federal Railroad Administration Grants to National Railroad Passenger Corporation","Yes","No","Yes"
"DOT","2021","Federal Railroad Administration High-Speed Intercity Passenger Rail","Yes","","No"
"DOT","2021","Federal Railroad Administration Other Grant Programs","Yes","","No"
"DOT","2021","Federal Railroad Administration Railroad Research and Development","Yes","","No"
"DOT","2021","Federal Railroad Administration Safety and Operations","Yes","","No"
"DOT","2021","Federal Transit Administration Administrative Expenses","Yes","","No"
"DOT","2021","Federal Transit Administration Capital Investment Grants","Yes","","No"
"DOT","2021","Federal Transit Administration Emergency Relief Program","Yes","No","Yes"
"DOT","2021","Federal Transit Administration Formula Grants","Yes","","No"
"DOT","2021","Federal Transit Administration Other Grant Programs","Yes","","No"
"DOT","2021","Federal Transit Administration Transit Infrastructure Grants","Yes","","No"
"DOT","2021","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Yes","Yes","Yes"
"DOT","2021","Federal Transit Administration Washington Metro","Yes","","No"
"DOT","2021","Maritime Administration Approval Workflow Contract Payments","Yes","","No"
"DOT","2021","Maritime Administration Assistance Programs","Yes","","No"
"DOT","2021","Maritime Administration Electronic Invoicing System Ship Manager Payments","Yes","","No"
"DOT","2021","Maritime Administration Federal Ship Financing Program Contracts","Yes","","No"
"DOT","2021","Maritime Administration Personnel Compensation and Benefits","Yes","","No"
"DOT","2021","Maritime Administration Student Incentive Program","Yes","","No"
"DOT","2021","National Highway Traffic Safety Administration Highway Traffic Safety Grants","Yes","","No"
"DOT","2021","National Highway Traffic Safety Administration Operations and Research","Yes","","No"
"DOT","2021","Office of Inspector General Salaries and Expenses","Yes","","No"
"DOT","2021","Office of the Secretary Grant Programs","Yes","","No"
"DOT","2021","Office of the Secretary Grant Programs - Allocation and Administered Accounts","Yes","","No"
"DOT","2021","Office of the Secretary Loan Programs","Yes","","No"
"DOT","2021","Office of the Secretary Salaries and Expenses","Yes","","No"
"DOT","2021","Pipeline and Hazardous Materials Safety Administration Payments","Yes","","No"
"DOT","2022","Federal Aviation Administration Airport Concessionaire Relief","Yes","No","Yes"
"DOT","2022","Federal Aviation Administration Facilities and Equipment","Yes","","No"
"DOT","2022","Federal Aviation Administration Franchise Fund","Yes","","No"
"DOT","2022","Federal Aviation Administration Grants-in-Aid for Airports","Yes","","Yes"
"DOT","2022","Federal Aviation Administration Operations","Yes","","No"
"DOT","2022","Federal Aviation Administration Research, Engineering and Development","Yes","","No"
"DOT","2022","Federal Highway Administration Other Grant Programs and Cooperative Agreements","Yes","","No"
"DOT","2022","Federal Highway Administration Research Programs","Yes","","No"
"DOT","2022","Federal Highway Administration Salaries and Expenses","Yes","","No"
"DOT","2022","Federal Motor Carrier Safety Administration Motor Carrier Safety Grants","Yes","","No"
"DOT","2022","Federal Motor Carrier Safety Administration Operations and Programs","Yes","","No"
"DOT","2022","Federal Motor Carrier Safety Administration Operations and Programs","Yes","","No"
"DOT","2022","Federal Railroad Administration Grants to National Railroad Passenger Corporation","Yes","No","Yes"
"DOT","2022","Federal Railroad Administration High-Speed Intercity Passenger Rail","Yes","","No"
"DOT","2022","Federal Railroad Administration Other Grant Programs","Yes","","No"
"DOT","2022","Federal Railroad Administration Railroad Research and Development","Yes","","No"
"DOT","2022","Federal Railroad Administration Safety and Operations","Yes","","No"
"DOT","2022","Federal Transit Administration Administrative Expenses","Yes","","No"
"DOT","2022","Federal Transit Administration Administrative Expenses","Yes","","No"
"DOT","2022","Federal Transit Administration Capital Investment Grants","Yes","","No"
"DOT","2022","Federal Transit Administration Emergency Relief Program","Yes","","No"
"DOT","2022","Federal Transit Administration Formula Grants","Yes","No","Yes"
"DOT","2022","Federal Transit Administration Other Grant Programs","Yes","","No"
"DOT","2022","Federal Transit Administration Transit Infrastructure Grants","Yes","","No"
"DOT","2022","Federal Transit Administration Washington Metro","Yes","No","Yes"
"DOT","2022","Maritime Administration Approval Workflow Contract Payments","Yes","","No"
"DOT","2022","Maritime Administration Assistance Programs","Yes","","No"
"DOT","2022","Maritime Administration Electronic Invoicing System Ship Manager Payments","Yes","","No"
"DOT","2022","Maritime Administration Federal Ship Financing Program Contracts","Yes","","No"
"DOT","2022","Maritime Administration Personnel Compensation and Benefits","Yes","","No"
"DOT","2022","Maritime Administration Student Incentive Program","Yes","","No"
"DOT","2022","National Highway Traffic Safety Administration Highway Traffic Safety Grants","Yes","","No"
"DOT","2022","National Highway Traffic Safety Administration Operations and Research","Yes","","No"
"DOT","2022","Office of Inspector General Salaries and Expenses","Yes","","No"
"DOT","2022","Office of the Secretary Aviation Manufacturing Jobs Protection Program","Yes","No","Yes"
"DOT","2022","Office of the Secretary Grant Programs","Yes","","No"
"DOT","2022","Office of the Secretary Grant Programs - Allocation and Administered Accounts","Yes","","No"
"DOT","2022","Office of the Secretary Loan Programs","Yes","","No"
"DOT","2022","Office of the Secretary Salaries and Expenses","Yes","","No"
"DOT","2022","Pipeline and Hazardous Materials Safety Administration Payments","Yes","","No"
"ED","2022","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Yes","No","Yes"
"ED","2022","Special Education - Special Olympics Education Programs","Yes","No","Yes"
"ED","2022","Special Education - State Personnel Development","Yes","No","Yes"
"ED","2022","Special Education Educational Technology Media, and Materials for Individuals with Disabilities","Yes","No","Yes"
"DOT","2023","Federal Aviation Administration Airport Concessionaire Relief","Yes","",""
"DOT","2023","Federal Aviation Administration Airport Response Grant Program","Yes","","Yes"
"DOT","2023","Federal Aviation Administration Facilities and Equipment","Yes","","Yes"
"DOT","2023","Federal Aviation Administration Franchise Fund","Yes","","Yes"
"DOT","2023","Federal Aviation Administration Grants-in-Aid for Airports","Yes","",""
"DOT","2023","Federal Aviation Administration Operations","Yes","","Yes"
"DOT","2023","Federal Aviation Administration Research, Engineering and Development","Yes","","Yes"
"DOT","2023","Federal Highway Administration Other Grant Programs and Cooperative Agreements","Yes","","Yes"
"DOT","2023","Federal Highway Administration Research Programs","Yes","","Yes"
"DOT","2023","Federal Highway Administration Salaries and Expenses","Yes","","Yes"
"DOT","2023","Federal Motor Carrier Safety Administration Motor Carrier Safety Grants","Yes","","Yes"
"DOT","2023","Federal Motor Carrier Safety Administration Operations and Programs","Yes","","Yes"
"DOT","2023","Federal Railroad Administration Grants to National Railroad Passenger Corporation","Yes","",""
"DOT","2023","Federal Railroad Administration High-Speed Intercity Passenger Rail","Yes","","Yes"
"DOT","2023","Federal Railroad Administration Other Grant Programs","Yes","","Yes"
"DOT","2023","Federal Railroad Administration Railroad Research and Development","Yes","","Yes"
