"End Date","Recorded Date","Agency","Program Name","GoalNumber","Goal","GoalStatus","GoalNote","GoalECD","Quarter Year"
"Dec  6 2021  2:55PM","Dec  6 2021  2:55PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #2","Issue updates to the apple policy as a result of RMA's review.","On-Track","","Dec  1 2022 12:00AM","Q4 2021"
"Dec  8 2021  7:17AM","Dec  8 2021  7:17AM","FCC","Universal Service Fund - Lifeline","Progress Goal #2","Conduct targeted programmatic reviews of ETCsâ€™ non-usage compliance, including reviews of policies & procedures and non-usage data. ","On-Track","Dependent on resuming subscriber outreach post-COVID waivers.","Sep  1 2022 12:00AM","Q4 2021"
"Dec  8 2021  7:17AM","Dec  8 2021  7:17AM","VA","VA Community Care","Progress Goal #2","","","","","Q4 2021"
"Dec  8 2021  7:38AM","Dec  8 2021  7:38AM","VA","Pension","Progress Goal #2","The Fiscal Stewardship Tiger team established a program using system data that will identify beneficiaries and look for unreported SSA benefits. It will then automatically send out a written due process letter to identified beneficiary.","On-Track","VA is in the process of updating the requirements and associated letters. We anticipate  testing in January 2022 and the first release in February 2022.","Mar  1 2022 12:00AM","Q4 2021"
"Nov 16 2020  4:38PM","Nov 16 2020  4:38PM","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Progress Goal #1","The third Access, Participation, Eligibility, and Certification Study identifies sources of certification and aggregation error in school meals programs.  CN is finalizing an action plan that will identify potential options to reduce those errors.","On-Track","","Dec  1 2020 12:00AM","Q4 2020"
"Aug 12 2020  3:15PM","Aug 12 2020  3:15PM","FCC","Universal Service Fund - Lifeline","Progress Goal #1","Establish a data connection with three additional states/territories to automate eligibility checking for the National Verifier, for a total of two federal connections and 18 automated state/territory connections.","Completed","Three new state connections deployed in July 2020.","Jul  1 2020 12:00AM","Q3 2020"
"Aug 12 2020  3:30PM","Aug 12 2020  3:30PM","FCC","Universal Service Fund - Schools and Libraries","Progress Goal #1","Qualitative improvement in documentation submissions in support of funding requests and disbursements.  ","On-Track","","Dec  1 2020 12:00AM","Q3 2020"
"Aug 13 2020 11:56AM","Aug 13 2020 11:56AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Progress Goal #1","HHS will update the Medicaid Provider Enrollment Compendium (MPEC) in Summer 2020. The MPEC clarifies the regulatory requirements, establishes deadlines for implementation, and provides guidance for states on leveraging Medicare screening activities.","On-Track","None.","Sep  1 2020 12:00AM","Q3 2020"
"Aug 13 2020 12:16PM","Aug 13 2020 12:16PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Progress Goal #1","Identifying ways to help grantees reduce errors.
","On-Track","It is the Office of Child Care's (OCC) goal to assist grantees to improve the overall administration of their CCDF programs, to help them reduce errors, and to help them reduce improper payments.
","Nov  1 2020 12:00AM","Q3 2020"
"Aug 13 2020 12:27PM","Aug 13 2020 12:27PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Progress Goal #1","In 2020, HHS will continue to educate IRF and Hospital Outpatient providers through the Targeted Probe & Educate (TPE) process in order to reduce the improper payment rate.
","On-Track","None.
","Nov  1 2020 12:00AM","Q3 2020"
"Aug 13 2020  1:10PM","Aug 13 2020  1:10PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Progress Goal #1","HHS will provide outreach to states on federal requirements
for CHIP provider enrollment and screening. HHS will also work on sharing data with states, including Medicare provider enrollment records and data extracts via PECOS and OIG exclusion data","On-Track","HHS offers training, technical assistance, and support to state Medicaid program integrity officials through the Medicaid Integrity Institute.
","Nov  1 2020 12:00AM","Q3 2020"
"Aug 14 2020  3:23PM","Aug 14 2020  3:23PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Progress Goal #1","Reject electronic returns with missing or inconsistent information via math error.","On-Track","Approximately 94% of refundable credit returns are filed electronically and contains either and EITC claim or an ACTC claim.","Sep  1 2020 12:00AM","Q3 2020"
"Aug 24 2020 11:20AM","Aug 24 2020 11:20AM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Progress Goal #1","Reject electronic returns with missing or inconsistent information via math error.","On-Track","Approximately, 94% of EITC returns are filed electronically.","Sep  1 2020 12:00AM","Q3 2020"
"Aug 24 2020 11:58AM","Aug 24 2020 11:59AM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Progress Goal #1","Reject electronic returns with missing or inconsistent information via math error.","On-Track","In FY 2018, approximately 72% of all returns are filed electronically.","Sep  1 2020 12:00AM","Q3 2020"
"Jul 27 2020  9:26AM","Jul 27 2020  9:26AM","DOT","Federal Highway Administration Highway Planning and Construction","Progress Goal #2","","","","","Q3 2020"
"Jul 30 2020 10:47AM","Jul 30 2020 10:47AM","VA","Purchased Long Term Services and Supports","Progress Goal #2","Mandate the use of eCAMs for Community Nursing Homes.","On-Track","All Medical Centers have entered contract rates into SharePoint for review prior to uploading to eCAMs. This is a key piece of the implementation.","Sep  1 2020 12:00AM","Q3 2020"
"Jul 30 2020 11:10AM","Jul 30 2020 11:10AM","VA","VA Community Care","Progress Goal #2","Implementation of CCN for Regions 1-4. There will only be two payment authority - CCN and Patient Centered Community Care (PC3).","On-Track","After August 25, 2020, these regions will no longer have access to PC3 and be fully on CCN.","Aug  1 2020 12:00AM","Q3 2020"
"Jul 30 2020 11:25AM","Jul 30 2020 11:25AM","VA","Pension","Progress Goal #2","Participating in a work group with Office of Financial Management to manually review social security income match for claimants over the age of 62 who do not currently report SSA income.","On-Track","Project plan has been developed and conducted sample on volume to gauge level of effort. ","Aug  1 2020 12:00AM","Q3 2020"
"Aug 11 2020  6:17AM","Aug 11 2020  6:17AM","USDA","Commodity Credit Corporation (CCC) Agriculture Risk Coverage and Price Loss Coverage (ARC/PLC)","Progress Goal #2","Synthesize and analyze the detailed error data from IPIA and similar reviews in preparation for 2019 payment cycle.","On-Track","","Sep  1 2020 12:00AM","Q3 2020"
"Aug 12 2020 11:52AM","Aug 12 2020 11:52AM","DOD","Military Health Benefits - Healthcare","Progress Goal #2","Perform quarterly reviews of all Contractors by monitoring and assessing healthcare claims processing performance.","On-Track","","Dec  1 2020 12:00AM","Q3 2020"
"Aug 12 2020  3:15PM","Aug 12 2020  3:15PM","FCC","Universal Service Fund - Lifeline","Progress Goal #2","Begin sampling and reviewing state eligibility verifications for new enrollees in all three NLAD opt-out states.","On-Track","USAC has begun these reviews in OR and TX and expects to begin reviews of CA enrollees in August 2020.","Aug  1 2019 12:00AM","Q3 2020"
"Aug 12 2020  3:30PM","Aug 12 2020  3:30PM","FCC","Universal Service Fund - Schools and Libraries","Progress Goal #2","Qualitative improvements in participant understanding of competitive bidding rules and eligible product and services.","Completed","","Mar  1 2020 12:00AM","Q3 2020"
"Aug 13 2020 11:56AM","Aug 13 2020 11:56AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Progress Goal #2","HHS will monitor PERM Corrective Action Plan submissions and follow up with all states on their progress in implementing effective corrective actions. HHS will use lessons learned to inform areas to evaluate for future guidance and education.
","On-Track","None.","Sep  1 2020 12:00AM","Q3 2020"
"Aug 13 2020 12:16PM","Aug 13 2020 12:16PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Progress Goal #2","Reduce monetary loss.
","On-Track","None.
","Nov  1 2020 12:00AM","Q3 2020"
"Aug 13 2020 12:27PM","Aug 13 2020 12:27PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Progress Goal #2","In 2020, HHS will continue to approve IRF and Hospital Outpatient issues for Recovery Audit Contractor (RAC) review, as appropriate. In 2020, HHS will also begin to prior authorize a limited number of outpatient services. 
","On-Track","None.
","Nov  1 2020 12:00AM","Q3 2020"
"Aug 13 2020  1:10PM","Aug 13 2020  1:10PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Progress Goal #2","HHS will monitor PERM Corrective Action Plan submissions and follow up with all states on their progress in implementing effective corrective actions. HHS will use lessons learned to inform areas to evaluate for future guidance and education.
","On-Track","HHS will monitor corrective action plan submissions and follow up with all states on their progress in implementing effective corrective actions. HHS will use lessons learned to inform areas to evaluate for future guidance and education.
","Nov  1 2020 12:00AM","Q3 2020"
"Aug 13 2020  1:22PM","Aug 13 2020  1:22PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Progress Goal #2","The comment period for the RADV provision included in the 2020 Part C and D rule, which included data released by HHS underlying the Fee-for-Service Adjuster Study, closed in August 2019. HHS will draft and release responses for the final rule.
","On-Track","None.
","Nov  1 2020 12:00AM","Q3 2020"
"Aug 13 2020  1:37PM","Aug 13 2020  1:37PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Progress Goal #2","","","","","Q3 2020"
"Aug 13 2020  4:17PM","Aug 13 2020  4:17PM","ED","William D. Ford Federal Direct Loan Program ","Progress Goal #2","Coordinate with OMB to request updates to the OMB Compliance Supplement to further enhance and refine auditor requirements, including sampling requirements.","On-Track","This goal is a continuous activity. The ECD listed for this goal represents the date when FSA will assess progress.","Nov  1 2020 12:00AM","Q3 2020"
"Aug 14 2020 10:23AM","Aug 14 2020 10:23AM","DOD","Military Retirement","Progress Goal #2","Establish training plan to identify those affected by this policy/processing change. Ensure they are aware of the change to the process and updated methods to establish annuity accounts per new policy.  ","On-Track","","Dec  1 2020 12:00AM","Q3 2020"
"Aug 13 2020  4:42PM","Aug 13 2020  4:42PM","USDA","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Progress Goal #2","Expand existing project to improve client notices, ensuring that program requirements are clear and understandable.  Many wage and salary payment errors are the result of clients failing to report information.  ","On-Track","Data suggests that current State agency notices are unclear, suggesting that clients may not be fully informed of what they need to report and what supporting documentation must be provided to validate their participation.  ","Dec  1 2020 12:00AM","Q3 2020"
"Aug 13 2020  5:02PM","Aug 13 2020  5:02PM","ED","Federal Pell Grant Program","Progress Goal #2","Coordinate with OMB to request updates to the OMB Compliance Supplement to further enhance and refine auditor requirements, including sampling requirements. ","On-Track","This goal is a continuous activity. The ECD listed for this goal represents the date when FSA will assess progress.","Nov  1 2020 12:00AM","Q3 2020"
