"Agency","Program_Name","Fiscal_Year","Month_and_Year_start__date_for_data","Month_and_Year_end__date_for_data","CY_Confidence_Level_%","CY_Margin__of_Error_+/-","Outlays_($M)","IP_Amount_($M)","CY_Over-payment_$","CY_Under-payment_$","CY_Unknown_Payments_$","CY_Technically_Improper__due_to_Statute_or_Reg_$","CY_Overpayment_Rate","CY_Under_payment_Rate","CY_Unknown_Payments_Rate","CY_Technically_Improper_due_to_Statute_or_Reg_Rate","IP_Rate","IP_Unknown_Amount_($M)","IP_Unknown_Rate","IP_Unknown_Target_Rate","Outlays_Current_Year+1_Amount","Unknown_Curent_Year+1_Amount","IP_Current_Year+1_Amount","IP_Unknown_Current_Year+1_Rate"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2013","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2013","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2014","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2014","","","","","88.7808050000","","","","","","","","","","0.00407789720000","0.3620390000","0.00407789720000","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2015","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2015","","","","","1363.1182250000","","1.4429710300","2.7988908300","","","0.00105858100000","0.00205330010000","","","0.00311188120000","4.2418620000","0.00311188120000","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2016","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2016","","","","","1119.7791526200","","1.5945284200","0.1572458300","","","0.00142396690000","0.00014042580000","","","0.00156448190000","1.7518742400","0.00156448190000","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2017","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2017","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2018","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2018","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2019","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2019","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2020","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2020","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2004","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2005","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2006","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2007","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2008","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2009","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2010","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2011","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2012","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2013","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2014","","","","","780.0247330000","","","","","","","","","","0.01063860240000","8.2983730000","0.01063860240000","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2015","","","","","1113.5866280000","","0.1285218200","0.2302298500","","","0.00011541250000","0.00020674620000","","","0.00032215900000","0.3587520000","0.00032215900000","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2016","","","","","1156.4562527600","","5.9514991700","0.0000000000","","","0.00514632450000","0.00000000000000","","","0.00514632450000","5.9514991700","0.00514632450000","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2017","","","","","2102.9101773700","","4.0484161200","0.0697992700","","","0.00192514930000","0.00003319180000","","","0.00195834110000","4.1182153900","0.00195834110000","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2018","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2019","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2020","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Other Grant Programs","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Other Grant Programs","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Railroad Research and Development","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Railroad Research and Development","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Safety and Operations","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Safety and Operations","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Transit Administration Administrative Expenses","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Transit Administration Administrative Expenses","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Transit Administration Administrative Expenses","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Transit Administration Capital Investment Grants","2004","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Transit Administration Capital Investment Grants","2005","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Transit Administration Capital Investment Grants","2006","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Transit Administration Capital Investment Grants","2007","","","","","2663.0000000000","","","","","","","","","","0.01100262860000","29.3000000000","0.01100262860000","","","","",""
"DOT","Federal Transit Administration Capital Investment Grants","2008","","","","","2473.0000000000","","","","","","","","","","0.03517994340000","87.0000000000","0.03517994340000","","","","",""
"DOT","Federal Transit Administration Capital Investment Grants","2009","","","","","1933.0000000000","","","","","","","","","","0.00900155200000","17.4000000000","0.00900155200000","","","","",""
"DOT","Federal Transit Administration Capital Investment Grants","2010","","","","","3251.0000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"DOT","Federal Transit Administration Capital Investment Grants","2011","","","","","2421.0000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"DOT","Federal Transit Administration Capital Investment Grants","2012","","","","","2369.0000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"DOT","Federal Transit Administration Capital Investment Grants","2013","","","","","2386.0000000000","","","","","","","","","","0.00041911150000","1.0000000000","0.00041911150000","","","","",""
