"Agency","Program_Name","Fiscal_Year","key","value"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","Total Overpayment Amount Recovered","0.1710000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","Total Overpayment Amount Identified","0.6250000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","Returned to Original Account","0.0000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOD","Military Pay","2017","OP Amt Recapture outside of Payment Recapture Audits","173.6000000000"
"DOD","Military Retirement","2019","OP Amt Identified outside of Payment Recapture Audits","72.3000000000"
"DOD","Military Retirement","2019","OP Amt Recapture outside of Payment Recapture Audits","36.6000000000"
"DOD","Military Retirement","2019","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"DOD","Military Retirement","2019","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"DOD","Military Retirement","2019","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOD","Military Retirement","2019","Disposition of Funds Through Original Purpose","0.0000000000"
"DOD","Military Retirement","2019","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOD","Military Retirement","2019","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOD","Military Retirement","2019","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"DOD","Military Retirement","2019","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"DOD","Military Retirement","2019","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"DOD","Military Retirement","2019","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"DOD","Military Retirement","2019","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOD","Military Retirement","2019","Total Overpayment Amount Recovered","36.6000000000"
"DOD","Military Retirement","2021","OP Amt Identified through Payment Recapture Audits","286.7000000000"
"DOD","Military Retirement","2021","OP Amt Recaptured through Payment Recapture Audits","243.6000000000"
"DOD","Military Retirement","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.7800000000"
"DOD","Military Retirement","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOD","Military Retirement","2021","Disposition of Funds Through Original Purpose","243.6000000000"
"DOD","Military Retirement","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOD","Military Retirement","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOD","Military Retirement","2021","Aging of Outstanding OP Identified Remaining Unrecovered","43.1500000000"
"DOD","Military Retirement","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","3.5500000000"
"DOD","Military Retirement","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","23.8000000000"
"DOD","Military Retirement","2021","Aging of Outstanding OP Identified Amt over 1 year","8.0000000000"
"DOD","Military Retirement","2021","Aging of Outstanding OP Identified determined not collectable","7.8000000000"
"DOD","Military Retirement","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"DOD","Military Retirement","2021","Returned to Original Account","0.0000000000"
"DOD","Military Retirement","2021","Recovery Audit Amount Outstanding Rate","0.1505057551"
"DOD","Military Retirement","2021","Recovery Audit Amount Identified This Reporting Period Determined Not Collectable Rate","0.0272061388"
"DOD","Travel Pay - U.S. Army Corps of Engineers (USACE)","2017","OP Amt Identified outside of Payment Recapture Audits","0.9400000000"
"DOD","Travel Pay - U.S. Army Corps of Engineers (USACE)","2017","OP Amt Recapture outside of Payment Recapture Audits","1.0764000000"
"DOJ","Administrative, Technology, and Other","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOJ","Administrative, Technology, and Other","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOJ","Administrative, Technology, and Other","2021","OP Amt Identified through Payment Recapture Audits","0.9400000000"
"DOJ","Administrative, Technology, and Other","2021","OP Amt Recaptured through Payment Recapture Audits","0.9500000000"
"DOJ","Administrative, Technology, and Other","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9800000000"
"DOJ","Administrative, Technology, and Other","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOJ","Administrative, Technology, and Other","2021","Disposition of Funds Through Original Purpose","0.9500000000"
"DOJ","Administrative, Technology, and Other","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOJ","Administrative, Technology, and Other","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOJ","Administrative, Technology, and Other","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0500000000"
"DOJ","Administrative, Technology, and Other","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"DOJ","Administrative, Technology, and Other","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"DOJ","Administrative, Technology, and Other","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0500000000"
"DOJ","Administrative, Technology, and Other","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOJ","Administrative, Technology, and Other","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"DOJ","Administrative, Technology, and Other","2021","Total Overpayment Amount Recovered","0.9500000000"
"DOJ","Administrative, Technology, and Other","2021","Total Overpayment Amount Identified","0.9400000000"
"DOJ","Administrative, Technology, and Other","2021","Returned to Original Account","0.0000000000"
"DOJ","Administrative, Technology, and Other","2021","Recovery Audit Amount Outstanding Rate","0.0531914894"
"DOJ","Administrative, Technology, and Other","2021","Recovery Audit Amount Identified This Reporting Period Determined Not Collectable Rate","0.0000000000"
"DOJ","Litigation","2021","OP Amt Identified outside of Payment Recapture Audits","0.1600000000"
"DOJ","Litigation","2021","OP Amt Recapture outside of Payment Recapture Audits","0.1600000000"
"DOJ","Litigation","2021","OP Amt Identified through Payment Recapture Audits","0.6000000000"
"DOJ","Litigation","2021","OP Amt Recaptured through Payment Recapture Audits","0.3400000000"
"DOJ","Litigation","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9800000000"
"DOJ","Litigation","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOJ","Litigation","2021","Disposition of Funds Through Original Purpose","0.3400000000"
"DOJ","Litigation","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOJ","Litigation","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOJ","Litigation","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.7900000000"
"DOJ","Litigation","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.1000000000"
"DOJ","Litigation","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0100000000"
"DOJ","Litigation","2021","Aging of Outstanding OP Identified Amt over 1 year","0.6800000000"
"DOJ","Litigation","2021","Aging of Outstanding OP Identified determined not collectable","0.1100000000"
"DOJ","Litigation","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"DOJ","Litigation","2021","Total Overpayment Amount Recovered","0.5000000000"
"DOJ","Litigation","2021","Total Overpayment Amount Identified","0.7600000000"
"DOJ","Litigation","2021","Returned to Original Account","0.0000000000"
"DOJ","Litigation","2021","Recovery Audit Amount Outstanding Rate","1.3166666667"
"DOJ","Litigation","2021","Recovery Audit Amount Identified This Reporting Period Determined Not Collectable Rate","0.1833333333"
"DOL","Employment & Training Administration - Indian and Native American Program","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOL","Employment & Training Administration - Indian and Native American Program","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOL","Employment & Training Administration - Reintegration of Ex-Offenders","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOL","Employment & Training Administration - Reintegration of Ex-Offenders","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOL","Employment & Training Administration - Workforce Data Quality Initiative","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOL","Employment & Training Administration - Workforce Data Quality Initiative","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOT","DOT Payments","2018","OP Amt Identified outside of Payment Recapture Audits","1.1462000000"
"DOT","DOT Payments","2018","OP Amt Recapture outside of Payment Recapture Audits","1.4194000000"
"DOT","DOT Payments","2018","OP Amt Identified through Payment Recapture Audits","8.6773000000"
"DOT","DOT Payments","2018","OP Amt Recaptured through Payment Recapture Audits","8.7115000000"
"DOT","DOT Payments","2018","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9000000000"
