"End Date","Recorded Date","Agency","Program Name","ActionNumber","ActionTaken","RecoveryMethod","OverpaymentsRecoverPlan","Quarter Year"
"Dec 10 2021  1:29PM","Dec 10 2021  1:29PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Overpayments #2","For overpayments identified in Single Audits for which disallowances for expenditures not made in accordance with CCDF regulation were sustained, the disallowances were recovered via offset or repayment.","Recovery Activity","For overpayments identified in Single Audits, states are subject to disallowances for any expenditures not made in accordance with CCDF regulations. Disallowances may be recovered via offset or repayment.","Q4 2021"
"Dec 10 2021  1:56PM","Dec 10 2021  1:56PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Overpayments #2","HHS announced the Review Choice Demonstration for Home Health Services will be required in the states of North Carolina and Florida as of 09/01/21. The demonstration is currently required in the states of Illinois, Ohio, and Texas.","Recovery Activity","HHS assigns review projects to the Supplemental Medical Review Contractor (SMRC) based on improper payment rate findings. The SMRC is reviewing several projects in FY 21 based on FY 20 improper payment rate findings and OIG report recommendations.","Q4 2021"
"Dec 10 2021  2:04PM","Dec 10 2021  2:04PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Overpayments #2","","","","Q4 2021"
"Dec 10 2021  2:22PM","Dec 10 2021  2:22PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Overpayments #2","","","","Q4 2021"
"Dec 10 2021  2:38PM","Dec 10 2021  2:38PM","DOD","Military Health Benefits - Healthcare","Overpayments #2","Contract and policy requirements for private sector contractors to recover improper payments.","Recovery Activity","Continued recoupments occurring in the course of routine healthcare claims processing and adjustments as identified. Non-underwritten healthcare claims greater than $600, if not collected or offset, are referred to the DHA General Counsel.","Q4 2021"
"Dec 10 2021  3:20PM","Dec 10 2021  3:20PM","DOD","Military Retirement","Overpayments #2","R&A completes a systematic monthly death match review, bumping Retirees and Annuitants SSNs against the SSA death files.","Recovery Activity","The death match run provides a method of notification for deceased payees and timely suspension of pay. Any payments made after the date of death are reclaimed.","Q4 2021"
"Nov 30 2021 11:50AM","Nov 30 2021 11:50AM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","Overpayments #3","SSA implemented Online Bill Pay giving individuals the ability to pay SSA electronically through their financial institutions.","Recovery Activity","We will continue to refine policies and processes associated with long-term repayment plans.","Q4 2021"
"Nov 30 2021 12:13PM","Nov 30 2021 12:13PM","SSA","Supplemental Security Income (SSI)","Overpayments #3","SSA implemented Online Bill Pay giving individuals the ability to pay SSA electronically through their financial institutions.","Recovery Activity","We will continue to refine policies and processes associated with long-term repayment plans.","Q4 2021"
"Dec  3 2021 12:32PM","Dec  3 2021 12:32PM","USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","Overpayments #3","","","FSA overpayment policy is used to collect payments exceeding their eligibility.","Q4 2021"
"Dec  3 2021  2:07PM","Dec  3 2021  2:07PM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Overpayments #3","","","NOTE: From this quarter forward, DOL is transitioning to OMBâ€™s instructions that this reporting meets the High Dollar Report requirement and DOL will no longer develop a standalone High Dollar Report. ","Q4 2021"
"Dec  6 2021  2:55PM","Dec  6 2021  2:55PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Overpayments #3","","","","Q4 2021"
"Dec  8 2021  7:17AM","Dec  8 2021  7:17AM","FCC","Universal Service Fund - Lifeline","Overpayments #3","Self-reported overpayments","Recovery Activity","USAC is assessing the reason for the improper payment and will take corrective actions to prevent such improper payments from re-occurring.","Q4 2021"
"Dec  8 2021  7:17AM","Dec  8 2021  7:17AM","VA","VA Community Care","Overpayments #3","","","","Q4 2021"
"Dec  8 2021  7:38AM","Dec  8 2021  7:38AM","VA","Pension","Overpayments #3","","","","Q4 2021"
"Dec  8 2021  2:06PM","Dec  8 2021  2:06PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Overpayments #3","Math Errors","Recovery Activity","The IRS has been granted statutory authority to use an automated process to identify certain math or other computational irregularities and automatically adjust the return for the taxpayer.","Q4 2021"
"Dec  8 2021  2:17PM","Dec  8 2021  2:17PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Overpayments #3","Soft Notices","Recovery Activity","IRS sends letters to alert taxpayers that a qualifying child for the EITC claimed on their returns had also been claimed by another person.Taxpayers are information to file amended return if the credit was claimed in error or in the incorrect amount.","Q4 2021"
"Dec  8 2021  7:52PM","Dec  8 2021  7:52PM","SBA","504 Certified Development Loans Approvals","Overpayments #3","","","There is no monetary loss on loan approvals. SBA will continue to work with lenders/CDCs to modify loan terms to mitigate or eliminate improper payments.","Q4 2021"
"Dec  8 2021  8:06PM","Dec  8 2021  8:06PM","SBA","7(a) Loan Guarantees Approvals","Overpayments #3","","","","Q4 2021"
"Dec  9 2021  6:13PM","Dec  9 2021  6:13PM","DOD","Military Pay - Army","Overpayments #3","Ensure outstanding debts are tracked and resolved to final collections","Recovery Activity","Overpayments identified regardless of the origin are tracked by the Army and DFAS until the debt to the Department has been satisfied.","Q4 2021"
"Dec  9 2021  7:03PM","Dec  9 2021  7:03PM","DOD","Military Pay - Department of Air Force","Overpayments #3","Ensure outstanding debts are tracked and resolved to final collections","Recovery Activity","Review outstanding suspended debt reports and metrics to ensure debts are completely collected and subsequently reported.","Q4 2021"
"Dec 10 2021  6:39AM","Dec 10 2021  6:39AM","DOD","Commercial Pay","Overpayments #3","DoD Implementation of PRA Plan","Recovery Activity","The Commercial Pay PRA template is a new requirement in the SoA Guidebook requiring the DoD Components to report quarterly on the actions taken on the identified overpayments. We are continuing the Department PRA Commercial pay working group.","Q4 2021"
"Dec 10 2021  7:25AM","Dec 10 2021  7:25AM","USDA","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Overpayments #3","FNS uses the FNS-209 report to capture this information.","Recovery Audit","","Q4 2021"
"Dec 10 2021  1:25PM","Dec 10 2021  1:25PM","ED","Federal Pell Grant Program","Overpayments #3","FSA also reviews the annual Single Audit Act compliance audits of schools performed by independent auditors to evaluate schoolsâ€™ administration of FSA programs. For deficiencies identified by the auditors, schools are required to develop corrective acti","Recovery Activity","ED will continue to collect monies from schools against the accounts receivable established for assessed liabilities resulting from compliance audits and, if/as necessary, pursue collection.","Q4 2021"
"Dec 10 2021  1:29PM","Dec 10 2021  1:29PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Overpayments #3","","","","Q4 2021"
"Dec 10 2021  1:39PM","Dec 10 2021  1:39PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Overpayments #3","","","","Q4 2021"
"Dec 10 2021  1:47PM","Dec 10 2021  1:47PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Overpayments #3","","","","Q4 2021"
"Dec 10 2021  1:56PM","Dec 10 2021  1:56PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Overpayments #3","HHS identified a process for Recovery Audit Contractors and Medicare Administrative Contractors to resume full medical review activities which had been paused and limited because of the Public Health Emergency.","Recovery Activity","HHS believes in a comprehensive approach to prevent overpayments through proactive measures. National prior authorization programs are considered part of the overall recovery strategy, reducing or eliminating the need for recovery activities.","Q4 2021"
"Dec 10 2021  2:04PM","Dec 10 2021  2:04PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Overpayments #3","","","","Q4 2021"
"Dec 10 2021  2:22PM","Dec 10 2021  2:22PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Overpayments #3","","","","Q4 2021"
"Dec 10 2021  2:38PM","Dec 10 2021  2:38PM","DOD","Military Health Benefits - Healthcare","Overpayments #3","Recoupments/refunds occurring in the course of routine healthcare claims processing, healthcare claim adjustments or corrections as identified by civilian providers or TRICARE beneficiaries.
Annual Cost of Healthcare Audit","Recovery Activity","Annual Cost of Healthcare Audit requires regional Contractors to recoup unallowable costs. Costs are extrapolated estimated overpayments to providers. Both regions are in the last phase of the audit process. ","Q4 2021"
