"Agency","Program_Name","Fiscal_Year","Payment_Type","Program_Design_or_Structural_Issue","Inability_to_Authenticate_Eligibility","Inability_to_Authenticate_Eligibility:_Inability_to_Access_Data","Inability_to_Authenticate_Eligibility:_Data_Needed_Does_Not_Exis","Insufficient_Documentation_to_Determine","Failure_to_Access_Data","Address_Location","Contractor_or_Provider_Status","Financial"
"DHS","U.S. Customs and Border Protection (CBP) - Refund and Drawback","2021","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Customs and Border Protection (CBP) - Refund and Drawback","2017","Underpayments","","","","","","","","",""
"DHS","U.S. Customs and Border Protection (CBP) - Refund and Drawback","2016","Underpayments","","","","","","","","",""
"DHS","U.S. Customs and Border Protection (CBP) - Refund and Drawback","2018","Underpayments","","","","","","","","",""
"DHS","U.S. Customs and Border Protection (CBP) - Refund and Drawback","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Customs and Border Protection (CBP) - Refund and Drawback","2015","Underpayments","0.0000000000","0.0000000000","","","","","","",""
"DHS","U.S. Customs and Border Protection (CBP) - Refund and Drawback","2021","Unknown","","","","","0.0000000000","","","",""
"DHS","U.S. Customs and Border Protection (CBP) - Refund and Drawback","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Customs and Border Protection (CBP) - Refund and Drawback","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Customs and Border Protection (CBP) - Refund and Drawback","2022","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Customs and Border Protection (CBP) - Refund and Drawback","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Customs and Border Protection (CBP) - Refund and Drawback","2022","Unknown","","","","","0.0000000000","","","",""
"DHS","U.S. Secret Service (USSS) - Administration","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Administration","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Administration","2021","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Secret Service (USSS) - Administration","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Administration","2021","Unknown","","","","","0.0000000000","","","",""
"DHS","U.S. Secret Service (USSS) - Administration","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Administration","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Administration","2022","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Secret Service (USSS) - Administration","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Administration","2022","Unknown","","","","","0.0000000000","","","",""
"DHS","U.S. Secret Service (USSS) - Contribution for Annuity Benefits","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Contribution for Annuity Benefits","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Contribution for Annuity Benefits","2021","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Secret Service (USSS) - Contribution for Annuity Benefits","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Contribution for Annuity Benefits","2021","Unknown","","","","","0.0000000000","","","",""
"DHS","U.S. Secret Service (USSS) - Contribution for Annuity Benefits","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Contribution for Annuity Benefits","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Contribution for Annuity Benefits","2022","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Secret Service (USSS) - Contribution for Annuity Benefits","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Contribution for Annuity Benefits","2022","Unknown","","","","","0.0000000000","","","",""
"DHS","U.S. Secret Service (USSS) - Field Operations","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Field Operations","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Field Operations","2021","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Secret Service (USSS) - Field Operations","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Field Operations","2021","Unknown","","","","","0.0000000000","","","",""
"DHS","U.S. Secret Service (USSS) - Field Operations","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Field Operations","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Field Operations","2022","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Secret Service (USSS) - Field Operations","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Field Operations","2022","Unknown","","","","","0.0000000000","","","",""
"DHS","U.S. Secret Service (USSS) - Procurement, Construction, & Improvement","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Procurement, Construction, & Improvement","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Procurement, Construction, & Improvement","2021","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Secret Service (USSS) - Procurement, Construction, & Improvement","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Procurement, Construction, & Improvement","2021","Unknown","","","","","0.0000000000","","","",""
"DHS","U.S. Secret Service (USSS) - Procurement, Construction, & Improvement","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Procurement, Construction, & Improvement","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Procurement, Construction, & Improvement","2022","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Secret Service (USSS) - Procurement, Construction, & Improvement","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Procurement, Construction, & Improvement","2022","Unknown","","","","","0.0000000000","","","",""
"DHS","U.S. Secret Service (USSS) - Protection","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Protection","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Protection","2021","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Secret Service (USSS) - Protection","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Protection","2021","Unknown","","","","","0.0000000000","","","",""
"DHS","U.S. Secret Service (USSS) - Protection","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Protection","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Protection","2022","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Secret Service (USSS) - Protection","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Protection","2022","Unknown","","","","","0.0000000000","","","",""
"DHS","U.S. Secret Service (USSS) - Research & Development","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Research & Development","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Research & Development","2021","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Secret Service (USSS) - Research & Development","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Research & Development","2021","Unknown","","","","","0.0000000000","","","",""
"DHS","U.S. Secret Service (USSS) - Research & Development","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Research & Development","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Research & Development","2022","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Secret Service (USSS) - Research & Development","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Research & Development","2022","Unknown","","","","","0.0000000000","","","",""
"DHS","U.S. Secret Service (USSS) - Training","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Training","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","U.S. Secret Service (USSS) - Training","2021","Technically Improper","0.0000000000","","","","","","","",""
"DHS","U.S. Secret Service (USSS) - Training","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
