"End Date","Recorded Date","Agency","Program Name","Accomplishment","AccomplishmentDate","Quarter Year"
"Aug 14 2020  2:12PM","Aug 14 2020  2:12PM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","We continued to analyze and validate State death data records. Upon validation, 19,316 records were updated with the State death data.","Apr  1 2020 12:00AM","Q3 2020"
"Aug 14 2020  2:54PM","Aug 14 2020  2:54PM","SSA","Supplemental Security Income (SSI)","We completed refresher training on using myWageReport and provided a desk guide of step-by-step instructions to technicians.","Mar  1 2020 12:00AM","Q3 2020"
"Aug 14 2020  3:23PM","Aug 14 2020  3:23PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Two- and 10-Year Bans: Imposed 1,770 two-year bans and 152 10-year bans for cases where the IRS determined during refundable tax audits that the taxpayer intentionally disregarded the rules and regulations or committed fraud.","Jul  1 2020 12:00AM","Q3 2020"
"Aug 24 2020 11:20AM","Aug 24 2020 11:20AM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Two- and 10-Year Bans: Imposed 1,770 two-year bans and 152 10-year bans for cases where the IRS determined during refundable tax audits that the taxpayer intentionally disregarded the rules and regulations or committed fraud.","Jul  1 2020 12:00AM","Q3 2020"
"Aug 24 2020 11:58AM","Aug 24 2020 11:59AM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Two- and 10-Year Bans: Imposed 1,770 two-year bans and 152 10-year bans for cases where the IRS determined during refundable tax audits that the taxpayer intentionally disregarded the rules and regulations or committed fraud.","Jul  1 2020 12:00AM","Q3 2020"
"Jul 27 2020  9:26AM","Jul 27 2020  9:26AM","DOT","Federal Highway Administration Highway Planning and Construction","","","Q3 2020"
"Jul 30 2020 10:47AM","Jul 30 2020 10:47AM","VA","Purchased Long Term Services and Supports","","","Q3 2020"
"Jul 30 2020 11:10AM","Jul 30 2020 11:10AM","VA","VA Community Care","Provided training for approximately 500 staff examiners/claims processors on eCAMs for updated Tri chart eligibility criteria and eCAMS Guidebook. ","May  1 2020 12:00AM","Q3 2020"
"Jul 30 2020 11:25AM","Jul 30 2020 11:25AM","VA","Pension","Fiscal Year To Date, 21 duplicate/double-paid award records were found, and sent to the field for correction.   ","Jan  1 2020 12:00AM","Q3 2020"
"Aug 11 2020  6:17AM","Aug 11 2020  6:17AM","USDA","Commodity Credit Corporation (CCC) Agriculture Risk Coverage and Price Loss Coverage (ARC/PLC)","Continue to hold conference call weekly to address deficiencies.","Jan  1 2020 12:00AM","Q3 2020"
"Aug 12 2020 11:52AM","Aug 12 2020 11:52AM","DOD","Military Health Benefits - Healthcare","The Annual Cost of Healthcare Audit recoupments validation was completed for one of the private sector care Contractors. The other private sector care Contractor is in the process of submitting their recoupment report which will then be validated.","Jul  1 2020 12:00AM","Q3 2020"
"Aug 12 2020  3:15PM","Aug 12 2020  3:15PM","FCC","Universal Service Fund - Lifeline","Implemented the Representative Accountability Database, allowing us to monitor agent activity and lock agents with suspicious activity out of the system.","May  1 2020 12:00AM","Q3 2020"
"Aug 12 2020  3:30PM","Aug 12 2020  3:30PM","FCC","Universal Service Fund - Schools and Libraries","","","Q3 2020"
"Aug 13 2020 11:56AM","Aug 13 2020 11:56AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","CMS provided all 50 states and DC with access to the Death Master File (DMF) via the CMS Data Exchange (DEX). All states and DC have accessed DMF. CMS has also expanded search capabilities of DMF data, allowing states to complete a bulk search.
","Jul  1 2020 12:00AM","Q3 2020"
"Aug 13 2020 12:16PM","Aug 13 2020 12:16PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Provided targeted technical assistance, monthly calls, and site visits to help states identify root causes and mitigation strategies, technical assistance needs, and focus discussions on policy/procedure implementation.","Jun  1 2020 12:00AM","Q3 2020"
"Aug 13 2020 12:27PM","Aug 13 2020 12:27PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","In FY2019, Medicare Administrative Contractors (MACs) reviewed approximately 600 IRFs providers under the TPE program.  In FY2019, MACs reviewed approximately 1,400 Hospital Outpatient providers under the TPE program.
","Oct  1 2019 12:00AM","Q3 2020"
"Aug 13 2020  1:10PM","Aug 13 2020  1:10PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","No additional accomplishments to report.
","","Q3 2020"
"Aug 13 2020  1:22PM","Aug 13 2020  1:22PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","None.
","","Q3 2020"
"Aug 13 2020  1:37PM","Aug 13 2020  1:37PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","None.
","","Q3 2020"
"Aug 13 2020  4:17PM","Aug 13 2020  4:17PM","ED","William D. Ford Federal Direct Loan Program ","FSA implemented new and updated features to StudentAid.gov to promote financial literacy and improve the information and self-service tools available to customers, including the Annual Student Loan Acknowledgement, among other updates.","Jun  1 2020 12:00AM","Q3 2020"
"Aug 13 2020  4:42PM","Aug 13 2020  4:42PM","USDA","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","In August 2020, FNS revised its standard operating procedure for providing oversight of State agency corrective action plans related to payment accuracy.  The new procedures ensure more consistent and timely monitoring.","Jan  1 2020 12:00AM","Q3 2020"
"Aug 13 2020  5:02PM","Aug 13 2020  5:02PM","ED","Federal Pell Grant Program","FSA implemented new and updated features to StudentAid.gov to promote financial literacy and improve the information and self-service tools available to customers, including the Feedback Center, among other updates.","Jun  1 2020 12:00AM","Q3 2020"
"Aug 13 2020  5:07PM","Aug 13 2020  5:07PM","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Analyzed public comments on two proposed rulemakings with significant integrity provisions; preparing final rules in response to those comments (Simplifying Meal Service and Monitoring Requirements in the NSLP and SBP and CN Integrity Rule.","Jan  1 2020 12:00AM","Q3 2020"
"Aug 13 2020  7:55PM","Aug 13 2020  7:55PM","USDA","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Analyzed public comments on two proposed rulemakings with significant integrity provisions; preparing final rules in response to those comments (Simplifying Meal Service and Monitoring Requirements in the NSLP and SBP).","Jan  1 2020 12:00AM","Q3 2020"
"Aug 14 2020 10:11AM","Aug 14 2020 10:11AM","DOD","Military Pay","","","Q3 2020"
"Aug 14 2020 10:23AM","Aug 14 2020 10:23AM","DOD","Military Retirement","","","Q3 2020"
"Aug 14 2020  2:12PM","Aug 14 2020  2:12PM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","Not applicable at this time.","","Q3 2020"
"Aug 14 2020  2:54PM","Aug 14 2020  2:54PM","SSA","Supplemental Security Income (SSI)","","","Q3 2020"
"Aug 14 2020  3:23PM","Aug 14 2020  3:23PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Identity Theft and Fraud: Detected and stopped 322,548 fraudulent EITC returns through our fraud detection filters from being processed, preventing approximately $1.6 billion in erroneous refunds.  Audit included examination of ACTC claims.","Jul  1 2020 12:00AM","Q3 2020"
"Aug 24 2020 11:20AM","Aug 24 2020 11:20AM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Identity Theft and Fraud: Detected and stopped 322,548 fraudulent EITC returns through our fraud detection filters from being processed, preventing approximately $1.6 billion in erroneous refunds.","Jul  1 2020 12:00AM","Q3 2020"
"Aug 24 2020 11:58AM","Aug 24 2020 11:59AM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","•	Identity Theft and Fraud: Detected and stopped 322,548 fraudulent EITC returns through our fraud detection filters from being processed, preventing approximately $1.6 billion in erroneous refunds.  Audit included examination of AOTC claims.","Jul  1 2020 12:00AM","Q3 2020"
"Nov 10 2020  9:50AM","Nov 10 2020  9:50AM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Attended AFR Data Collection Process Improvement meeting.","Oct  1 2020 12:00AM","Q4 2020"
"Nov 12 2020  8:52AM","Nov 12 2020  8:52AM","VA","Pension","P&F Service and the OBPI developed requirements and deployed functionality to process Veteran and Survivor claims based on basic eligibility factors (service and dependency) with ability to evaluate presumptive conditions.","Oct  1 2020 12:00AM","Q4 2020"
"Sep 15 2020  3:17PM","Sep 15 2020  3:17PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Attended payment Integrity Workgroup Meeting covering the AFR 2020 timeline and payment Integrity Information Act of 2019","Apr  1 2020 12:00AM","Q3 2020"
"Sep 15 2020  3:17PM","Sep 15 2020  3:17PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Attended High Risk Program Payment Integrity Meeting covering USDA IPIA Corrective Action Plan Guidance and Accountability Infrastructure and Barriers Reporting Guidance.","Mar  1 2020 12:00AM","Q3 2020"
"Sep 15 2020  3:17PM","Sep 15 2020  3:17PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Attended OIG Audit of Improper Payments Entrance Conference.","Apr  1 2020 12:00AM","Q3 2020"
"Nov 12 2020  9:10AM","Nov 12 2020  9:10AM","VA","Purchased Long Term Services and Supports","","","Q4 2020"
"Nov 12 2020 10:01AM","Nov 12 2020 10:01AM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Document Matching â€“ The IRS conducted its post-refund document matching process that compares income reported on tax returns with income reported by the employer.","Sep  1 2020 12:00AM","Q4 2020"
"Nov 12 2020 11:43AM","Nov 12 2020 11:43AM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Document Matching â€“ The IRS conducted its post-refund document matching process that compares income reported on tax returns with income reported by the employer.","Sep  1 2020 12:00AM","Q4 2020"
"Nov 12 2020  1:01PM","Nov 12 2020  1:01PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","IRS Nationwide Tax Forum â€“ The IRS hosted its annual tax forum and included a session specific to understanding eligibility rules for the refundable credits including ACTC. The session was attended by over 7,200 participants. ","Jul  1 2020 12:00AM","Q4 2020"
"Nov 12 2020  1:11PM","Nov 12 2020  1:11PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","IRS Nationwide Tax Forum â€“ The IRS hosted its annual tax forum and included a session specific to understanding eligibility rules for the refundable credits including AOTC. The session was attended by over 7,200 participants. ","Jul  1 2020 12:00AM","Q4 2020"
"Nov 13 2020  9:45AM","Nov 13 2020  9:45AM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","Not applicable at this time.

","","Q4 2020"
"Nov 13 2020 10:26AM","Nov 13 2020 10:26AM","SSA","Supplemental Security Income (SSI)","We completed a 100 percent of the 2,150,000 budgeted SSI non-medical redeterminations in FY 2020.","Sep  1 2020 12:00AM","Q4 2020"
"Nov 13 2020 10:30AM","Nov 13 2020 10:30AM","VA","VA Community Care","Since itâ€™s inception in June 2020, there has been over 550,000 Community Care CAEC Notifications entered with nearly 400,000 approvals.","Sep  1 2020 12:00AM","Q4 2020"
"Nov 13 2020 10:32AM","Nov 13 2020 10:33AM","ED","Federal Pell Grant Program","FSA implemented new and updated features to StudentAid.gov to promote financial literacy and improve the information and self-service tools available to customers, including the Feedback Center, among other updates. ","Jun  1 2020 12:00AM","Q4 2020"
"Nov 13 2020 10:48AM","Nov 13 2020 10:48AM","ED","William D. Ford Federal Direct Loan Program ","FSA implemented new and updated features to StudentAid.gov to promote financial literacy and improve the information and self-service tools available to customers, including the Feedback Center, among other updates. ","Jun  1 2020 12:00AM","Q4 2020"
"Nov 13 2020 12:30PM","Nov 13 2020 12:30PM","DOD","Military Retirement","","","Q4 2020"
"Nov 13 2020 12:58PM","Nov 13 2020 12:58PM","DOD","Military Pay","","","Q4 2020"
"Nov 13 2020  1:25PM","Nov 13 2020  1:25PM","DOD","Military Health Benefits - Healthcare","The other private sector care Contractor submitted a partial recoupment report which was validated. Another report is anticipated to be submitted in 4Q20.","Oct  1 2020 12:00AM","Q4 2020"
"Oct 28 2022 10:04AM","Oct 28 2022 10:04AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","HHS conducted a Fraud, Waste, and Abuse Webinar in September 2022.","Sep  1 2022 12:00AM","Q4 2022"
"Dec 10 2020  1:34PM","Dec 10 2020  1:34PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","In FY 2020, HHS launched a newly designed Medicaid Integrity Program web page. Resources available on the site help educate providers, beneficiaries, and other stakeholders by sharing best practices to reduce Medicaid fraud, waste, and abuse.","Sep  1 2020 12:00AM","Q4 2020"
"Dec 10 2020  1:47PM","Dec 10 2020  1:47PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","In FY 2020, MACs reviewed approximately 1,124 Hospital Outpatient providers, 92 Inpatient Rehabilitation Facility providers, 22 Skilled Nursing Facility providers, and 582 Home Health Agency providers under the Targeted Probe and Educate program.","Sep  1 2020 12:00AM","Q4 2020"
