"Fiscal_Year","Agency","Program_Name","Column_names","Multiselect_Text","Question","Section","Reporting_Phases_Current_FY"
"2023","DOD","Commercial Pay","cyp6_atp1_8","Training","[cyp6_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2023","DOD","Commercial Pay","cyp7_app1_8","Change Process","[cyp7_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2023","DOD","Commercial Pay","cyp7_atp1_8","Training","[cyp7_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2023","DOD","Military Pay - Army","cyp7_app1_8","Training","[cyp7_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2023","CNCS","AmeriCorps State and National","cyp7_atp1_8","Training","[cyp7_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2024","EPA","Grants - Environmental Protection Agency","cyp5_atp1_8","","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","EPA","Grants - Environmental Protection Agency","cyp5_app1_8","","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","cyp2_atp1_8","Training","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2024","USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","cyp2_app1_8","Audit","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2023","DOD","Military Pay - Army","cyp7_atp1_8","Training","[cyp7_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2023","TREASURY","Internal Revenue Service - Additional Child Tax Credit","cyp3_app1_8","Change Process","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","TREASURY","Internal Revenue Service - Additional Child Tax Credit","cyp3_app1_8","Cross Enterprise Sharing","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","TREASURY","Internal Revenue Service - Additional Child Tax Credit","cyp3_atp1_8","Change Process","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","TREASURY","Internal Revenue Service - Additional Child Tax Credit","cyp3_atp1_8","Cross Enterprise Sharing","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","SBA","Restaurant Revitalization Fund","cyp3_atp1_8","","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","SBA","Restaurant Revitalization Fund","cyp3_app1_8","","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","VA","Communications, Utilities, and Other Rent","cyp5_app1_8","Change Process","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","VA","Communications, Utilities, and Other Rent","cyp5_atp1_8","Change Process","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","cyp3_app1_8","Training","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control",""
"2023","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","cyp3_atp1_8","Training","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control",""
"2024","EPA","Grants - Environmental Protection Agency","cyp3_atp1_8","Training","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","EPA","Grants - Environmental Protection Agency","cyp3_atp1_8","Change Process","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","EPA","Grants - Environmental Protection Agency","cyp3_app1_8","Change Process","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","EPA","Grants - Environmental Protection Agency","cyp3_app1_8","Training","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","cyp6_app1_8","Training","[cyp6_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments",""
"2023","USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","cyp6_atp1_8","Training","[cyp6_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments",""
"2024","SBA","Restaurant Revitalization Fund","cyp2_atp1_8","Training","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","cyp7_atp1_8","","[cyp7_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","cyp7_app1_8","","[cyp7_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","cyp6_atp1_8","","[cyp6_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","cyp6_app1_8","","[cyp6_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2023","USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","cyp6_app1_8","Training","[cyp6_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments",""
"2023","USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","cyp6_atp1_8","Training","[cyp6_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments",""
"2023","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","cyp5_app1_8","Training","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments",""
"2023","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","cyp5_atp1_8","Training","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments",""
"2024","SBA","Restaurant Revitalization Fund","cyp2_app1_8","Training","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2023","DOD","DoD Travel Pay","cyp7_atp1_8","Training","[cyp7_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2023","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","cyp7_app1_8","Training","[cyp7_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments",""
"2023","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","cyp7_atp1_8","Training","[cyp7_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments",""
"2023","VA","Communications, Utilities, and Other Rent","cyp6_app1_8","Change Process","[cyp6_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2023","VA","Communications, Utilities, and Other Rent","cyp6_atp1_8","Change Process","[cyp6_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2024","DOD","Travel Pay Department of Air Force (DAF) – Defense Travel System (DTS)","cyp5_app1_8","Training","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","DOD","Travel Pay Department of Air Force (DAF) – Defense Travel System (DTS)","cyp5_app1_8","Behavioral/Psych Influence","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","DOD","Travel Pay Department of Air Force (DAF) – Defense Travel System (DTS)","cyp5_app1_8","Automation","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","DOD","Travel Pay Department of Air Force (DAF) – Defense Travel System (DTS)","cyp5_atp1_8","Training","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","DOD","Travel Pay Department of Air Force (DAF) – Defense Travel System (DTS)","cyp5_atp1_8","Automation","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
